id,filename,format,sample_rate,baud_rate,sps,modulation,fec_type,interleaver_depth,cfo_hz,snr_db,payload_type,payload_len_bytes,payload_ascii,payload_hex
IQ_049,capture_049.iq,iq,250000.0,50000.0,5.0,QPSK,LDPC,1,405.19,23.18,PLAINTEXT,92,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OK_PKT_049,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5f504b545f303439
IQ_050,capture_050.iq,iq,500000.0,50000.0,10.0,8PSK,NONE,1,-395.56,30.35,PLAINTEXT,94,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GO_PKT_050,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f5f504b545f303530
IQ_051,capture_051.iq,iq,200000.0,50000.0,4.0,16-QAM,CONV,1,-510.16,19.19,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_PKT_051,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f504b545f303531
IQ_052,capture_052.iq,iq,250000.0,50000.0,5.0,BPSK,"RS(255,223)",1,-309.81,29.37,ENCRYPTED,64,,b274c3c8d651aa7294ee457786d62078f9e893fbeada1969a248a0d977360ac2cead2a7040d1f03bb7cbd42469e272d5bbdabaaf39fbac41b95cc6574e61aec1
IQ_053,capture_053.iq,iq,500000.0,50000.0,10.0,QPSK,"CONV+RS(255,223)",4,113.87,19.67,PLAINTEXT,245,AIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_,4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f
IQ_054,capture_054.iq,iq,200000.0,50000.0,4.0,8PSK,LDPC,1,-776.77,29.52,PLAINTEXT,95,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIG_PKT_054,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f5349475f504b545f303534
IQ_055,capture_055.iq,iq,250000.0,50000.0,5.0,16-QAM,NONE,1,-762.05,25.69,PLAINTEXT,91,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OK_PKT_055,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b5f504b545f303535
IQ_056,capture_056.iq,iq,500000.0,50000.0,10.0,BPSK,CONV,1,210.42,22.84,ENCRYPTED,64,,02edbad9fa8edd3877cea2569db69d1bc963fa3cbd089f46fba359834cdb1f11dcc4348a09fe162e9381da83915eadc690516df86997f19a2716d28ef58e5332
IQ_057,capture_057.iq,iq,200000.0,50000.0,4.0,QPSK,"RS(255,223)",4,284.94,28.37,PLAINTEXT,219,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSS,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353
IQ_058,capture_058.iq,iq,250000.0,50000.0,5.0,8PSK,"CONV+RS(255,223)",8,75.77,26.89,PLAINTEXT,245,HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHANNEL_16HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHANNEL_16HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHA,48465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f4348414e4e454c5f313648465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f4348414e4e454c5f313648465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f434841
IQ_059,capture_059.iq,iq,500000.0,50000.0,10.0,16-QAM,LDPC,1,-241.61,28.67,PLAINTEXT,92,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OK_PKT_059,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5f504b545f303539
IQ_060,capture_060.iq,iq,200000.0,50000.0,4.0,2-FSK,NONE,1,417.39,31.81,ENCRYPTED,64,,b4d1d046df1a63201dd742b72e0aa77d01ee3a8d37e67ff95fe92016373a24005918ced049273812f6ad4117fbc3eada436a07f95d602b06cf7fa5ad6740fe8a
IQ_061,capture_061.iq,iq,250000.0,50000.0,5.0,4-FSK,CONV,1,-1.63,20.62,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_PKT_061,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f504b545f303631
IQ_062,capture_062.iq,iq,500000.0,50000.0,10.0,2-FSK,"RS(255,223)",8,-277.38,30.78,PLAINTEXT,219,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVECOSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVECOSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: L,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f414354495645434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f414354495645434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c
IQ_063,capture_063.iq,iq,200000.0,50000.0,4.0,4-FSK,"CONV+RS(255,223)",16,582.0,23.38,PLAINTEXT,245,AIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_,4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f
IQ_064,capture_064.iq,iq,250000.0,50000.0,5.0,BPSK,LDPC,1,-91.12,24.54,ENCRYPTED,64,,f880b3c8c39d9d0b8ef9894a393e15c1e79e0ea33a81e8409e782a03c49cf246873bf79d9b2486f6c691f0ab92dea33c71b3d1f6b3424caa12bf4680bf3a318d
IQ_065,capture_065.iq,iq,500000.0,50000.0,10.0,QPSK,NONE,1,33.02,18.82,PLAINTEXT,91,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OK_PKT_065,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b5f504b545f303635
IQ_066,capture_066.iq,iq,200000.0,50000.0,4.0,8PSK,CONV,1,206.09,19.54,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_PKT_066,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f504b545f303636
IQ_067,capture_067.iq,iq,250000.0,50000.0,5.0,16-QAM,"RS(255,223)",16,-104.77,29.04,PLAINTEXT,219,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSS,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353
IQ_068,capture_068.iq,iq,500000.0,50000.0,10.0,BPSK,"CONV+RS(255,223)",1,56.99,27.7,ENCRYPTED,64,,f5f0a2ca967f932716202cc8962482ce470a4bf812cfaa57140b362a19d5db4441fefcb37c963c7bd37f9157628e60b49edb83ba81856b90d6f1bdf39e8a32c3
IQ_069,capture_069.iq,iq,200000.0,50000.0,4.0,QPSK,LDPC,1,152.27,31.58,PLAINTEXT,92,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OK_PKT_069,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5f504b545f303639
IQ_070,capture_070.iq,iq,250000.0,50000.0,5.0,8PSK,NONE,1,578.97,26.4,PLAINTEXT,94,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GO_PKT_070,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f5f504b545f303730
IQ_071,capture_071.iq,iq,500000.0,50000.0,10.0,16-QAM,CONV,1,659.11,26.94,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_PKT_071,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f504b545f303731
IQ_072,capture_072.iq,iq,200000.0,50000.0,4.0,BPSK,"RS(255,223)",1,-307.51,30.04,ENCRYPTED,64,,02e28a5a353ad9a5d11e6bbca83ad0679e0ce31e0df2e46ea5f895173b37b2b264f5656f8654d5fdaa49359aeb6c3160342852f8dc9ccef56880f9eb7455d274
IQ_073,capture_073.iq,iq,250000.0,50000.0,5.0,QPSK,"CONV+RS(255,223)",4,416.52,23.14,PLAINTEXT,245,AIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_,4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f
IQ_074,capture_074.iq,iq,500000.0,50000.0,10.0,8PSK,LDPC,1,633.43,19.47,PLAINTEXT,95,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIG_PKT_074,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f5349475f504b545f303734
IQ_075,capture_075.iq,iq,200000.0,50000.0,4.0,16-QAM,NONE,1,-718.97,19.51,PLAINTEXT,91,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OK_PKT_075,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b5f504b545f303735
IQ_076,capture_076.iq,iq,250000.0,50000.0,5.0,2-FSK,CONV,1,349.41,25.96,ENCRYPTED,64,,22857ff0f8ec04b8138f545f391a35424d3e47daffd0de386a269194a33bdd1d38edb7e43c52b30355cc6959e66ca28f5eefcd7159e90cb67ae30814d1a67162
IQ_077,capture_077.iq,iq,500000.0,50000.0,10.0,4-FSK,"RS(255,223)",4,523.22,29.3,PLAINTEXT,219,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSS,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353
IQ_078,capture_078.iq,iq,200000.0,50000.0,4.0,2-FSK,"CONV+RS(255,223)",8,378.98,27.12,PLAINTEXT,245,HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHANNEL_16HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHANNEL_16HF_MARITIME_VOICE_DIGITAL_SELECTIVE_CALL: MMSI_004192000_URGENCY_PRIORITY_CHA,48465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f4348414e4e454c5f313648465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f4348414e4e454c5f313648465f4d41524954494d455f564f4943455f4449474954414c5f53454c4543544956455f43414c4c3a204d4d53495f3030343139323030305f555247454e43595f5052494f524954595f434841
IQ_079,capture_079.iq,iq,250000.0,50000.0,5.0,4-FSK,LDPC,1,262.38,22.03,PLAINTEXT,92,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OK_PKT_079,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5f504b545f303739
IQ_080,capture_080.iq,iq,500000.0,50000.0,10.0,BPSK,NONE,1,551.84,19.64,ENCRYPTED,64,,7d0c0ae2a683291a333b95f5fa4c55bfb5f4ebb407da9ba3b6112b496154d425073206c6a1afec952e27817b812b4c69c7c6af2ccd969571330f4f21de6b2fa7
IQ_081,capture_081.iq,iq,200000.0,50000.0,4.0,QPSK,CONV,1,29.68,18.68,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_PKT_081,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f504b545f303831
IQ_082,capture_082.iq,iq,250000.0,50000.0,5.0,8PSK,"RS(255,223)",8,-553.24,24.23,PLAINTEXT,219,COSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVECOSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: LAT_12.9716_LON_77.5946_STATUS_ACTIVECOSPAS_SARSAT_EMERGENCY_LOCATOR_HEX_A3F982B001: L,434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f414354495645434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c41545f31322e393731365f4c4f4e5f37372e353934365f5354415455535f414354495645434f535041535f5341525341545f454d455247454e43595f4c4f4341544f525f4845585f413346393832423030313a204c
IQ_083,capture_083.iq,iq,500000.0,50000.0,10.0,16-QAM,"CONV+RS(255,223)",16,587.44,18.39,PLAINTEXT,245,AIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_,4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f
IQ_084,capture_084.iq,iq,200000.0,50000.0,4.0,BPSK,LDPC,1,706.08,24.16,ENCRYPTED,64,,6484dade45803a4a134622cdb5ff2139771faba7a568403d022edca0c46bfb91d0363a3b6fc7af2823c616b84b2037cbd12b0d4c6dc979cd6a7111641369caa5
IQ_085,capture_085.iq,iq,250000.0,50000.0,5.0,QPSK,NONE,1,712.96,30.83,PLAINTEXT,91,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OK_PKT_085,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b5f504b545f303835
IQ_086,capture_086.iq,iq,500000.0,50000.0,10.0,8PSK,CONV,1,15.66,24.54,PLAINTEXT,91,RADAR_TRACK_REPORT_AZ_045_EL_12_RNG_85KM: DOPPLER_FREQ_SHIFT_320HZ_CONFIRM_FRIENDLY_PKT_086,52414441525f545241434b5f5245504f52545f415a5f3034355f454c5f31325f524e475f38354b4d3a20444f50504c45525f465245515f53484946545f333230485a5f434f4e4649524d5f465249454e444c595f504b545f303836
IQ_087,capture_087.iq,iq,200000.0,50000.0,4.0,16-QAM,"RS(255,223)",16,730.04,30.42,PLAINTEXT,219,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSS,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353
IQ_088,capture_088.iq,iq,250000.0,50000.0,5.0,BPSK,"CONV+RS(255,223)",1,585.69,18.59,ENCRYPTED,64,,b64fbb759f6bcfcb67f12b78d5f05772690be5833296dc1928f986cd08dbcd85691e309fedabaebc53c1f2a5295adf8e586b37a3a4f59aff46689bcd8115233c
IQ_089,capture_089.iq,iq,500000.0,50000.0,10.0,QPSK,LDPC,1,624.6,25.78,PLAINTEXT,92,UHF_SATCOM_DAMA_CHANNEL_BURST: TIME_SLOT_08_BURST_ID_7781_MODULATION_LOCKED_CRC32_OK_PKT_089,5548465f534154434f4d5f44414d415f4348414e4e454c5f42555253543a2054494d455f534c4f545f30385f42555253545f49445f373738315f4d4f44554c4154494f4e5f4c4f434b45445f43524333325f4f4b5f504b545f303839
IQ_090,capture_090.iq,iq,200000.0,50000.0,4.0,8PSK,NONE,1,718.22,27.24,PLAINTEXT,94,TACTICAL_SITREP_UNIT_ALPHA_7: SECTOR_BRAVO_RECON_COMPLETED_STATUS_GREEN_ALL_SYSTEMS_GO_PKT_090,544143544943414c5f5349545245505f554e49545f414c5048415f373a20534543544f525f425241564f5f5245434f4e5f434f4d504c455445445f5354415455535f475245454e5f414c4c5f53595354454d535f474f5f504b545f303930
IQ_091,capture_091.iq,iq,250000.0,50000.0,5.0,16-QAM,CONV,1,366.61,20.78,PLAINTEXT,95,ACARS_AERODROME_FLIGHT_IX204: POSITION_LAT_28.6139_LON_77.2090_ALT_34000FT_SPEED_480KTS_PKT_091,41434152535f4145524f44524f4d455f464c494748545f49583230343a20504f534954494f4e5f4c41545f32382e363133395f4c4f4e5f37372e323039305f414c545f333430303046545f53504545445f3438304b54535f504b545f303931
IQ_092,capture_092.iq,iq,500000.0,50000.0,10.0,2-FSK,"RS(255,223)",1,319.15,29.49,ENCRYPTED,64,,1d83b51b6d02eefc41ff8e42ce2947e7895d851e75ac065a03ee97ad8393658f01ee5bef7775c5c359c3be16395fc64fe0d70a86bdb2b97c2eaa8c1d87e9e622
IQ_093,capture_093.iq,iq,200000.0,50000.0,4.0,4-FSK,"CONV+RS(255,223)",4,289.62,25.62,PLAINTEXT,245,AIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_CONTAINER_VESSELAIS_MARINE_SURVEILLANCE_MMSI_419000888: COURSE_270_SPEED_14_2KTS_CARGO_,4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f434f4e5441494e45525f56455353454c4149535f4d4152494e455f5355525645494c4c414e43455f4d4d53495f3431393030303838383a20434f555253455f3237305f53504545445f31345f324b54535f434152474f5f
IQ_094,capture_094.iq,iq,250000.0,50000.0,5.0,2-FSK,LDPC,1,506.07,20.05,PLAINTEXT,95,WEATHER_OBSERVATION_METAR_VEGT: WIND_120_10KT_VIS_9999_SKC_TEMP_28_DP_22_QNH_1012_NOSIG_PKT_094,574541544845525f4f42534552564154494f4e5f4d455441525f564547543a2057494e445f3132305f31304b545f5649535f393939395f534b435f54454d505f32385f44505f32325f514e485f313031325f4e4f5349475f504b545f303934
IQ_095,capture_095.iq,iq,500000.0,50000.0,10.0,4-FSK,NONE,1,100.71,27.0,PLAINTEXT,91,TELEMETRY_SUBSYSTEM_HK_PACKET_99: BATTERY_V_28_4_SOLAR_PWR_145W_CPU_TEMP_42C_BUS_OK_PKT_095,54454c454d455452595f53554253595354454d5f484b5f5041434b45545f39393a20424154544552595f565f32385f345f534f4c41525f5057525f313435575f4350555f54454d505f3432435f4255535f4f4b5f504b545f303935
IQ_096,capture_096.iq,iq,200000.0,50000.0,4.0,BPSK,CONV,1,97.41,19.61,ENCRYPTED,64,,706aa82b691f2efb38b5e1b38b9a57dadee4efa71510d82b969e5117b511237fd2a61752ec2df310cf14e02429d0b60664f809291e6a5d181bf38f6f0e8cdabb
IQ_097,capture_097.iq,iq,250000.0,50000.0,5.0,QPSK,"RS(255,223)",4,-306.75,30.28,PLAINTEXT,219,GROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSSI_NEG72DBM_SNR_24DB_LOCK_OKGROUND_STATION_TELEMETRY_LINK_SYNC: FRAME_SEQ_10482_RSS,47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353495f4e4547373244424d5f534e525f323444425f4c4f434b5f4f4b47524f554e445f53544154494f4e5f54454c454d455452595f4c494e4b5f53594e433a204652414d455f5345515f31303438325f525353
